video_id,hour1_views,hour1_likes,hour1_comments
FZf5mtjphEo,704,1,0
UdFPSUnv-HY,1,0,0
D4tpK0ur7E4,8,0,0
zD7b91lq3HA,76,3,0
UeRMzK9sZQc,80,4,0
zILjqZ6lc5E,592,139,10
jtZmF5zts04,367,13,0
cHJ2QxHXl0w,682,113,3
74Yl86mDUR0,476,99,8
ZVOspUyhgNw,180,10,0
yG2AOqRbvBg,1257,88,2
YRwaRrSNrQ8,242,0,0
VnzSuqgKoMo,633,12,0
IjO9VpcEe_E,34,3,0
0Bcd8v9s0J0,745,125,10
9EzCYSHxLIw,80,4,0
9gxOpc6ewjo,332,22,2
nML8grNZILw,83,2,0
TTv_JdUfyrg,477,104,4
y7_QMLcWlMY,1035,130,7
zb0cbNn2XNA,79,2,0
nh32qq9SeZY,2158,105,3
V1b_OqsN7xw,96,37,6
udJcoH6-baE,2948,534,22
QkydMg6x2RA,1037,68,4
GzPwX_OxL8w,4328,472,71
QOUgBG233-E,1514,262,7
A84TR-p6QHk,170,20,3
kPpUxcBXYvA,1443,43,0
BknNG440NUE,857,99,13
N8YZ9a7-ePg,428,0,0
0Le3_Rm4X_Y,1910,409,25
Gg1Jrildnns,1421,225,1
Y9eLcpz0x8s,514,4,0
MpQekSmFwa0,453,39,8
GsCCuAott8Q,45,10,2
0pnJ2PnkK4A,5911,493,16
U1r8TPbGOxQ,940,44,1
xSJhvuO0E2M,1,0,0
jAbxET8YmMo,2641,331,48
tmTXz-qPb8I,748,25,1
lo0HXl1ZBWs,1518,102,2
N4RLRQHnS2g,1049,4,0
Ck5vpC0zf5I,130,1,0
QuGCsc-1Lx8,484,49,2
pF5JeqeLVQI,887,5,0
9HWTNPTL4Ck,194,40,2
mEh5Mt8w5VM,4363,26,0
6Uspcyc1FyQ,11622,662,58
IerTBmGe10U,627,64,18
v3zLShic1zc,1269,65,8
zu2RHn3kZkE,499,0,4
g4EBA64lCjg,816,7,0
UV5fY6t7-0s,650,6,1
yXONMah1n5E,290,2,0
lHAOTQ2Ka3k,10,0,0
APjUn_RsNnw,1642,102,0
Y8O1cuBlYIs,128,1,0
6Wek_3T06gQ,621,8,0
_m-wzryEg88,777,11,0
AkPfk2UcDHQ,976,8,0
iJmOfZ3mkqg,918,7,1
6lwM1mHtVP4,875,5,0
dKoDQtBDTPA,783,6,2
Sssvrmhjb20,982,8,0
JRLt0Jkaxmg,1485,15,0
-SYZ8-Ma4uc,843,6,1
utLy0dR0NXs,1200,119,4
lV3EaiNMuKY,1583,12,0
MSRsYX8EELk,387,16,0
aVazoiVkFzY,1334,89,0
U7dfXC6hqwo,1970,381,16
3QcMraXEtLQ,709,29,0
Gjr_F885S8o,909,76,0
Ceg-tu2PhEc,330,0,1
J43SyMN0-OU,3893,31,0
7Ery5Lzq8JI,827,62,4
MK23Yrpe4xc,1445,213,0
1n9Q3csDaRY,4148,592,0
mIrU-sRigdY,332,2,0
JXPgXj7DGRI,121,24,2
3ojX1ua5Fzg,1283,10,0
0cxKOx7jMqw,121,1,0
rdvOqgY7hJ8,790,0,2
8ehj1ujDEOE,2986,154,1
wcckekldohI,699,47,0
DKOEuSdqx5I,5727,77,0
aIY6wVq2NEg,5527,0,5
puBYnWY3OWc,716,74,9
uuzL5PUCGoo,27435,319,0
LKhmxPFvny4,1860,12,0
BygRem9rlZA,983,25,0
iuwY0Qv9aL4,1484,0,0
iaLE_vQRgPg,550,107,4
-PUroRORFQ4,2121,105,0
4QtnQJjYgJA,479,8,0
VX0mRbcbTXs,842,9,1
SygMFmF7i5Q,8874,55,0
-5MCWvPWJm4,15964,0,3
h5erzDPm52Q,2324,15,0
-mX6jrfTYRs,745,0,0
TjmJVsIBaCA,2483,86,1
x_MZGafZbNA,37,3,0
viRMArK6OoY,146,4,0
CtNbFwR8NiM,1029,62,1
ivFuzchm1uk,565,2,0
9A-9HXH68-w,4895,0,11
VOG73Kzi6QY,28904,142,0
EJvh4Wxr9JU,472,5,0
1nquPxy-VME,330,15,0
OZonRguZtO0,684,14,0
ZDj-aMjtrt0,3078,13,0
Zzv-_MN_ORI,3528,0,0
VfvUAwgeC20,696,126,0
2zYIWdMWSVc,216,0,0
D92E9XJ6ff0,2642,32,0
XIWRAGqvjgA,948,5,0
ODBYPUHavoQ,662,11,1
hglkmH4PpEs,648,15,2
BcaQ9LJllxc,1013,8,0
hOK3BeQgFKQ,1004,0,4
T7Gfyj6x8TY,497,14,0
dT0RnH3oGxU,4408,124,2
t44QXQdz-H8,4525,12,0
TeRDWdEut-Y,1162,0,0
-JGGtF1wEkk,246,3,0
p9q3xW5SByg,2378,117,11
hF5WQKf_phs,521,17,0
r5z3U65pjpM,355,4,0
YFQ2wP6rM9Q,1208,6,0
67xtJ2a3Pxk,2300,92,0
ppmPrkFs2Ks,5826,78,0
aP7OFCWNhGY,568,5,0
lk8uVsioUWw,612,13,0
mDR7D8sCGKs,284,1,0
o3yR8mp5gMs,5373,0,17
4GvgHgaIB5E,1265,82,10
P6lr64gnx64,326,47,5
qJkD7RNv1jg,4319,33,0
Ncunm0kX4KQ,347,88,6
McF7boQQAdE,22716,1529,23
aNsJXm-NgEk,779,76,1
HtrpHDFyaKI,1075,30,0
Rae4L2gj7xU,1601,25,0
UlzGFZB7sFA,8098,98,0
cPkfttaKPBw,1462,145,18
RBSXrEFbU10,580,9,0
mlODUYkwoxw,38061,1284,3
ZbteZtZZe7c,1179,61,1
JLFbcQS_BUg,854,14,1
cxRkY_1_uKk,500,4,0
UoROBVF-hBE,9775,1251,94
80yjwfbRO24,5186,341,6
mxsC8lE8RZo,695,14,4
HObnGi9iSBg,384,22,0
mlEgTXnotMk,1990,25,0
X9EVNfdFlFo,677,0,0
BZNpq2a4IQA,580,23,0
qqsB1Ps1Q1g,692,23,1
dstDypNwes4,744,0,0
gu7NyZCH_XI,393,2,0
ELQa82IYNsE,791,9,0
g84qXwx0Tm0,1248,0,0
uSosHPHJvZI,960,0,34
0Sber1ydgAg,2374,30,1
1smVpwKSPFQ,686,3,0
X-Kla9BnPJg,912,0,0
C9LlztjtvM4,998,15,2
dwGFlYT7OcU,1764,27,2
0hGl1vm2ViA,212,9,0
bn90JAXQj20,502,25,3
joBGXzJp4Ks,1240,75,0
9Xo9fnT3VKY,746,21,4
pXxqB2sPf2s,485,7,1
GDzYrOdyG54,4661,565,15
sYKE1i5U8HU,934,0,0
rR1_Mt8rcPk,2760,186,6
E6yXBDV0L5w,1177,0,0
ZURENlTNClc,323,0,1
uY7gxwwuv5E,497,1,0
Kb9eP2N_swI,890,52,1
pTv8cnHXNCQ,2007,66,3
35pFw1RznUk,846,3,0
gtkvRN5gpFo,307,0,3
ezxN7rxWKew,2447,109,10
Teyvd8xndD8,2301,314,17
4ijvgQ8MOyE,4006,275,14
AlQxkGxyE2w,1881,107,9
NHzDWfglYow,1113,83,1
1yc5hJaK7KY,695,23,1
mSjc7YKU4oo,679,8,1
pr-L97wDJKc,52,0,0
H6T2xgdJLaU,817,44,1
m9Nb2anK7N0,549,0,0
n_QB-5kRZYY,102,16,2
aYGH51py9Yo,643,12,0
T6y859iZPk8,1279,45,4
t5bNtsQr0Mc,184,26,8
WC1OBo-PvA0,9304,340,3
oeS1PFn8_DU,674,25,1
A7oxY42uazo,3811,0,2
R9PGBof8I58,197,5,1
Yj_N9AvQZhU,2591,0,28
1k_QV5Ifl7k,487,64,6
ocd4odHiqPI,2131,106,7
M39_BOYmkfA,128,9,0
pcmCHJjPzFk,182,15,2
-vKA78G5vqk,144,9,0
5n0aN2ztQuo,1468,23,0
3bssW6tXIPs,12559,84,1
zjk7D5MKR-s,6,2,0
XJO4DTlS-AY,782,26,1
5PG3_FVDVhU,616,18,2
7Yy1M37uOHI,838,15,0
pml_p64oPfM,572,0,1
f-T8SKlFnis,670,0,2
cFNFf8qDHzg,553,94,1
XekBl-mtAFk,169,0,0
VInHRsV9VpI,673,41,0
t9kAaCIwHmQ,4249,64,0
Rfe0urhm9_8,4549,47,0
m5GbCADzcsc,650,8,0
4Mc4n8yJUOE,7167,357,11
bVn1N_FtJOk,475,32,1
BdPFjK8QQaU,1429,29,0
zHukXhU-NJ4,1205,81,2
nygzCac8f_k,10765,1753,5
HvbTV4O13Ts,5279,722,59
322DPn2CtqA,303,33,16
9QdhPLYAmgo,3083,116,5
Z6dabcEh_mQ,1960,36,0
3nq1LBPNV1M,546,10,0
09ib8Pb8hNs,1170,0,0
olZrq989n1s,1140,0,3
bLRSjxAIkpM,734,16,0
xL5F83S5OK4,870,1,0
AIkeLyAPiHg,1802,29,0
HU8LQzMTCXI,292,8,0
wBKtfnGmFbU,1366,0,7
9fbzZVz-mLg,659,17,0
w3qeCqTMoX0,3183,29,0
9urrrB0eyBU,1166,21,2
zGZspL8tHcg,779,8,4
rYmFbyu8Y40,240,0,2
xKZCnW0fhiA,481,6,0
7DSVAq5xTao,575,10,0
ClZgnWSqDQQ,224,8,0
MCTAJYUSZAo,10891,394,35
ZgvwnCtHIk4,177161,0,1
K_v_xsi-Hlw,2748,318,11
UZ0il5RoHco,4267,443,5
3GyfoXDZxQE,1473,32,2
vtpsQuLUDio,420,5,0
iUZG3SPp4EA,572,8,8
KrRdkbgRHTY,1568,64,0
UywgUZ8TI_A,4754,0,1
FbyeRKfP3cM,1380,60,1
293FRgh2qaE,4392,53,1
CDzMfK15F0g,3856,107,46
GkOs6-B1QNk,884,15,0
YLKVjJuene0,5002,0,7
-ZPg78Ad74M,4509,602,2
-VwxPc8SK38,2478,0,1
ipNWatn_JK4,2854,102,2
RxR-a6GDae8,1761,0,4
4LOC7L3_kMU,13185,1410,10
Vl0yDShjcac,4687,0,9
_ZfbrrWV2nA,612,0,0
Bp64NTnMQkU,936,0,0
g5ApWNpC38Y,953,32,1
845ytvbMCk0,1076,12,1
U95ouRugA_E,2542,23,0
vjwXFiC1m3g,413,13,0
dq-vxNJ2yrY,776,26,2
vyfljEf_oYw,486,36,0
h1EUEMCx8Sg,3375,312,7
XmVCSjBnxk4,676,36,2
mEFzm8sRmMk,5160,247,3
eWIb3LRelZk,729,20,2
e-h6LQcnb7c,737,16,0
X9Fpcram6tU,592,36,2
0a_42mPibAM,7148,98,2
2UQ0IW7pw1I,512,0,1
3jeVTInOyvI,164,211,22
T_1UMbneCAs,2101,168,7
wBCh1y0SKp8,517,12,3
eupImmdSUas,424,7,1
4t7QYtS9N20,2180,161,0
0H-_nkrPDTU,2970,294,66
BhwnPuvyzw4,1427,165,13
A7vtnMqSSlI,613,20,2
yiT_S8Hj5oc,644,0,0
hcR5WArTA9E,947,14,0
yXeI8B-67-Y,3537,25,4
tEx-IcLjI-o,1740,0,18
V2W3CaR5ha4,3009,0,1
SRL4mdAtZ28,361,1,0
v2Af5HUBYN0,618,12,0
3F1XoI9JHwk,755,3,0
gUwNyeYq9y0,228,44,8
iTaqXrNt3n8,5869,532,36
meoT2Owqtvw,234,35,2
DhXUP9OIPzQ,2284,40,0
4megM76BLAQ,679,0,0
h4KUjtTTnqU,331,0,1
z5qU51XzUeM,393,40,3
BaPE-JFPaQM,731,16,0
j8zG5ekmOow,2935,130,1
jEhTpE0c54I,472,0,0
IxK3b01qZbw,623,34,1
nwV7SsF_myU,2168,314,19
fSGHvLG_84A,613,13,1
UpO0JtaTpng,1070,55,2
Eoz30Xjl0RA,1016,47,1
aR7QdHbr2ro,763,1,1
JKuIMuyAkoI,380,702,31
WBdywPUSP90,1091,5,0
W9To0B5ArrA,696,4,0
5dOLUh-iz1M,560,5,0
zi61-d42gSA,1499,99,0
mzmWTI-qX3s,1415,75,1
c1zUN9NJlIM,735,6,0
qWzUaFq45mA,1007,215,5
OOcEAM50JRU,68,0,14
z0KXD9OeJxw,5355,617,7
UjZn--p16x0,474,15,0
t__TdOC7PvI,758,12,1
2r5LXOLuOEI,689,4,0
AHBXV_UiD7Q,2580,129,35
-KpEWy87syQ,731,138,17
6zItCkxF-N8,396,30,3
OSyoK_uV1Mk,560,9,0
uGtVonM5Cq8,196,53,18
_cXSocGqeMQ,257,47,16
7Sc0DxPARXg,1502,277,45
iU3PUcZBTaQ,14728,2621,64
bq5vo-aAsMw,2178,55,1
HiVv6j_jP6k,379,0,0
6S8X2M6ZOYw,1767,568,70
1a_fmnZrQfE,637,102,20
eaZAfwt1gk4,415,20,0
qenN5UzJfPM,3631,212,6
yO1hTm30wKU,71,15,0
sPsukY-5i8I,102,4,0
6TKqpnYsjXc,48,5,2
VTQ3_nmVSGI,1337,426,84
V7HDrpQTAwg,794,133,7
9GiDJTWsGeM,237,1,0
m0ZJ_ddMnko,359,9,0
lBpkm9T6XPQ,168,10,3
jww-EYiIKzw,424,13,0
SzP6q2fs3TY,4189,452,7
k_Nvz752ynk,0,0,0
3u7PIlGx5eI,984,380,21
x1QBrYkc5hI,104,0,0
jz60wL1JdCE,1158,18,0
ead7gtkY6PI,491,16,0
U48JyfIgsuA,972,45,5
jslURIRtJQ0,771,0,0
5DGQyGpP4q4,66,28,1
WgnsXzHz_9k,208,4,2
69-Y1Hpplnw,1,0,0
a7aIhIridx8,37,0,0
DmdGReT8ZJI,238,54,22
m9zt13nohIc,414,10,0
F03K-IEoycE,455,79,15
jJG8Ygwyt6k,44,12,2
IAEY5Vd8ido,459,35,3
GAaZdMubxRA,4486,282,1
LqZSBwuzQEk,885,55,0
_tlK1ICwmo4,4638,324,21
W85pFEMIBvw,610,6,0
acTzHIaAarg,1660,81,1
0xoLuWnYYho,787,31,0
Vepw9fuFbKE,835,70,3
WAosGqx-zeQ,519,22,1
VzManIvU-fY,3643,41,0
KIMrofbBOTY,773,15,0
PseCrgo8lbs,399,62,9
nRSeOVAyltc,576,19,4
6PzY5G8vAN4,390,66,7
VGqz_QbTCIQ,615,42,0
eREAiOCL3xk,263,20,3
F5p5au3kQ98,1543,50,1
6aUxJPQYMvE,1004,135,1
M0GBPEauwOM,777,68,0
pPmhaTR-7eo,816,66,0
i0zmxNKhJxs,590,27,0
RQ_Z1dAukkc,295,28,8
a5KioKFGIx0,413,158,9
LjJ9ix0JcR4,282,74,3
SFfBCuIEsuU,1043,237,26
WXo33ylnGrk,599,5,0
sMm_evrcKUo,388,36,12
xmfJl7gM7tM,815,31,1
wgw5Wm-jMvw,494,3,0
Z8Pn8v_kYho,248,23,4
tI8ZS7FAM0s,376,40,6
SrUjsOOUfWE,716,180,14
vvJcdKmsHM0,2387,40,1
78qRD2pXqDU,660,63,3
W1zUy8zG8Os,3838,167,1
U8iJtvbK7-4,328,19,0
2cdQh1Txvtw,787,53,0
yOeLBC2Np_4,3642,136,3
s06zzOK9_pY,847,73,11
AVD2TkgxPEU,541,28,2
tmyWHA0n3Gg,27042,1169,24
eFjoCBv1QF4,496,35,1
hHbGd_r44rs,1026,110,2
YuVOmqK5AKk,1486,45,3
5GcOtqjfiAM,1193,297,8
tcTXI8cX5X4,287,56,2
RR3kECYT1mc,848,5,0
MKjskSq67Hc,398,81,27
RDjLSXpBisM,4089,172,1
UQO86dd3vu0,175,25,4
lx7Ifk0SCUM,608,12,0
_zAM0MBZiVU,740,0,1
CFB19lVqlBw,11,0,0
__iK6SVvaZk,2214,206,5
6pBEEZhTGbQ,827,11,0
H2IeY53od-I,108,7,2
EB7Ga_L_F0w,964,8,0
vOXOyVj2rS0,1327,199,17
3QBCG7AXI94,1742,38,3
KY3426Cav3A,528,14,0
cF7YSB_qmN8,686,183,6
PjedMfmIuF0,897,46,1
mNMnJQFQcoA,1484,303,4
nFzBhTaTbxc,987,60,3
6AVG0ffsxvQ,758,22,0
0mtwHV5IZMk,506,41,2
osS3bhFA29M,1016,111,45
MS9I0_RwLaI,368,53,4
_A1V_fkBPyI,2857,93,1
OyzNQpFOEXI,11442,235,4
5LWKN7JecZ0,6241,376,18
Dh9AUY1bk18,577,1,0
VIg_ZmvBRbI,551,41,7
LIUQBVKFDoY,1225,0,0
pVCLyG17IXM,1063,20,0
vqcjBDVCSZU,2741,0,0
1aq_3BhnBdQ,594,0,0
I73sAm4fmOw,4368,459,53
mKD9mWLN8KA,329,17,0
QtPWOndCEC0,554,0,0
gO_AKJbc7tU,278,53,22
EvCb9DjqwUI,593,21,0
_Sj9vcJwtrA,2426,22,0
qe8Xvd_agiY,1698,20,0
A1LRJnmQSx0,532,3,0
fmrTxB-mP6g,28,9,2
iWjlrbTqyyQ,1288,0,0
sUZ2mVDQZAg,978,27,1
pKtGKGeeKa0,558,29,0
cR8HwgqZX9Q,651,0,0
lYqPFRYKK8s,604,9,0
uX1CtpFOPn0,480,11,0
5k-YzhiZ0hE,806,71,2
2kJ_a4aSQwE,619,31,0
thNJcracd2o,5,1,1
tqOfiD-x78o,1827,250,25
mpjvXLOgdU0,631,16,0
TfJZwwDRpLA,643,6,0
LqUtbQn2Ye4,3287,190,15
6ukGEj5dJy0,1467,0,2
eoUFBMjdYmk,501,6,0
EDND3A7SoLc,1346,0,0
KYmRceYxvaI,610,0,2
tgbuGNmiC0M,756,35,0
G66XBGs0M4E,1347,19,5
mOH0JviuOV0,20,0,0
RsFSbN7ybBY,3728,0,6
0fptSe-IDHA,1172,31,0
CCUU_1eyqXI,2009,93,2
1J7scWjWxcw,10282,56,0
SR0luOtj5Pc,3101,12,0
V1nJ3sxoEEw,300,6,0
qyfsbOsiqmA,1358,0,1
OGP6oE7m29I,1081,51,1
dIoKq1gDU-k,897,20,1
YyJ6eXJquHg,219,4,0
hh83YRdoDKY,247,10,2
wAdv4g2f0WE,520,25,2
laHyeAErXu8,607,2,0
_X-AorwsQSc,645,10,0
h8nxgZTNndQ,9716,50,0
yU-3SevoUyg,2347,302,6
ll8OvP00dRA,1435,17,0
jE0eNoj64OA,12850,804,26
oxPG_4KnMto,394,47,5
BqPjRUtBNSw,1061,7,0
-G505QgrBeY,727,11,0
fdGaLffYHjI,516,16,0
UpnB3MmPaXU,24276,151,0
NTPGSHis2-A,8,1,0
A2CGHw5m25I,5243,201,0
hXAO0qKy3so,354,1,0
8pIj19JdLiM,3300,0,1
Ro92UlN_-pY,544,3,0
cR80bkGDb14,708,9,0
I6aWAS4o6Mg,1176,49,0
wQEHPjkkYW0,749,12,0
FWjWai-kVSw,9373,0,5
Z9sbGtqfmwo,969,7,0
DkCC0lyTNgc,944,134,19
95YHypMB43o,3027,272,3
s1mh3QySkBM,33,5,0
ceEzmWzVlyA,970,0,0
q7E55WK1V8E,364,5,0
L_0uE1XiGhk,1,0,0
gnqUieW07Wg,4573,0,0
jxMgHKWdxn8,3326,364,7
H7RXnw7sY-8,1247,0,1
wi8JjBUJQ1s,2316,71,0
_mAeBvOXP-I,631,0,0
JCzZXS6Fc-g,4955,25,0
_bHOnbvAjhY,4763,82,0
jew-hh47M8Q,371,35,8
lUGbepGlLzc,2626,28,2
vSaTL4MyULc,2196,45,0
iDzEhR22zog,8414,106,0
9JYmnJmWmww,750,0,0
JBeE70p3M6Q,1238,322,11
GXtQaCj_sUc,3289,225,5
bo3xvn6DjAk,1093,21,0
GCLDvgjqGy0,221,65,3
N79lL9D7IUs,2567,71,0
tRYpA_G2Wdc,627,5,0
oglRa4en2bc,849,27,1
dQdqQSm7_sc,613,5,0
amJqz_ubqGs,945,23,0
vHtybqj6Kuc,29,1,0
wZKjsp_QimU,1331,0,0
OJWzZXTUODY,2424,15,0
a4TmurgPHFc,556,3,0
8dNIiu5tOHA,708,45,0
8htaKDvGq9I,220,0,0
HvGsrhenpB4,842,3,0
Uv1R8QSvLms,2758,55,2
AsCH1-Be3dY,1113,7,0
ScnttYJiq8A,1406,23,0
d6yY3a4_wvA,490,32,0
XbgnqIbHKwM,550,0,0
4LOYyNh2A0g,854,15,1
y1uwJfdhbC8,1409,2,0
ot4T2IgVgks,970,10,9
iJvPodd6FVA,1685,23,0
k_E0zYGjsP4,405,6,0
Iz5Ui3LP8Yc,253,9,0
JrELndP6Sz8,45,2,1
l0v7rbLOEn4,3133,0,38
SOlzOnhZDE0,767,0,0
F-31DxN2Hts,399,5,0
VgbxgJ8jDhQ,3172,396,16
iV4QUNwauKw,491,41,1
-axAHSfT4rY,10724,0,17
T8UNZXdgQ0g,3085,137,0
w4ejgzEEbhA,1590,9,0
UAmBnWi0cYc,1956,7,1
cuhAXSrFBRU,241,9,1
50A9v12SjMA,2320,116,0
KUsBzN0O_EI,4404,103,0
cHGAhCDzl6s,1235,8,0
_ZWpswESl-4,4525,0,0
PNiPulqqW5M,354,0,0
wNYneIqMMp4,686,10,0
9hAZ0hLEfs0,519,0,0
J9vTnn7MfjY,647,51,4
bp1V2X_PJH8,843,7,0
n-EmV8D3CiQ,991,6,0
bnAqUCuDoLI,1871,91,9
54s_3Bswgcc,809,0,0
KYz2e6ZOdCw,549,3,1
Giw6_Bb_tcw,605,20,0
sso8Dslkixo,998,0,0
oVM6Bqypm6E,1087,8,0
53q1rENFhPE,1430,23,1
bFq_tTy8SvE,3336,28,0
pVb0H_KIiqY,241,3,0
PBuow0wQKmg,5903,665,4
zEp5IKxy-xA,1597,13,0
tDw2TIOrAgI,1866,14,0
lXXj21N9EtM,4198,404,1
kkYfQ8EUX70,239,36,3
FOqPTBq50Co,3601,25,0
oKEgWaB8vcA,159,22,2
PuL8yZ8qPGM,579,9,0
-18ZUTJyJPE,3854,251,21
IcDexrFAWNw,1007,0,0
RLp5BoEbRMw,2600,44,4
pne2UEILX40,4774,4972,31
eC9vnRUv4Xk,920,33,1
Y0CNkB20uuI,548,4,0
wL9EWwEggtA,585,4,0
Ez3HSdpfCxE,416,6,0
wZ4TZt5UbCE,286,21,6
HQOBt3EuAz8,872,39,0
OU0SpubOCPU,1010,5,0
tPXgM6UKetk,852,53,7
IUj_g3UKTdo,559,5,0
4GVVxUvkjBc,15209,641,11
tUUk50LyTW4,912,174,3
Ijo5t8dpQCw,243,5,5
H5GWvb_aUxM,2652,299,1
RgjDAlgUUVo,674,15,0
1eKf_VxgO4M,2567,0,0
rCUCWBfSBho,1059,121,35
DjOBoYfVsZ4,1491,19,0
wLJcvLKA1Vw,420,4,0
zd9L-MurkvE,2149,7,0
UctODJkAYmQ,3984,31,0
NbYW6m2TiZE,517,22,1
suC702FAM2k,705,10,0
U6nPwxigm2A,799,33,0
BseS5SGWcEc,3301,0,45
bytLRH9_QSg,22955,153,0
Oqy0_fy6Vmo,357,22,1
PhynzczZ3q0,487,3,0
v2OgeCIk6fE,1610,9,0
IeVbO-s6RfM,528,2,0
-u8qF6dqx6k,289,16,0
dtKSiOGeYoM,4117,67,1
2OXjcnyQxlg,1492,65,0
T4dBYacSuA8,55866,1366,0
P1GM9v_VWIw,17954,463,0
r3asdA9415c,4103,321,19
y6jig32XplI,1210,9,0
-NPpVqUWXHw,2019,12,0
N9oYDjZ5Guc,4456,152,0
pPAdyiKWdm0,509,132,30
mZ2ZfIaEPAQ,5457,59,0
hMLf4YP5PiE,944,46,5
pO74VphA5o8,3854,21,0
Vd1k7PBJ-wE,567,133,5
eD7d2n9DvkQ,1010,0,0
N3Q_mIpXO64,15359,0,0
EJ4LQ-C3f4c,1036,119,5
yTfHVP6NUgg,163,13,2
_dQ4HWCWxhg,380,6,0
15jf06u0UvA,845,59,0
CHdHwjAk3FU,1906,12,0
AM1aVbuSSrw,1919,30,11
v8JhxnK1AHw,833,15,0
FEAkBAXYi7o,517,5,0
HjvtWFBDGJY,294,2,0
YQ2xrFFOgCQ,914,50,0
BAGB62AG59A,154736,0,1
0yTNaba-_Qk,3034,96,0
T8eGkpbQExY,1350,13,0
_mvfS8rPn6w,661,5,0
q14GhFl7Yc4,352,3,0
xu1eqC1UawE,6009,3999,36
vqnNpUYL7SA,803,0,1
7bjUKlPQel8,1079,16,0
gufNyx9B8Kc,792,0,0
cZcP9fRJImk,1673,72,3
4CE8fUe26PU,332,4,0
FYFqJRc1bFc,1522,153,7
irVNpQEzMvs,723,12,0
7r28fS95nUI,712,27,1
bet5zdXGrIE,784,0,0
f6PlwpYpRtY,664,107,7
fWui1hJH7zI,3020,332,17
EySZWMwTEyk,518,46,5
hqf4L8CijNw,824,3,0
qHAOPLZyj5o,781,9,0
71C6QQzpbrE,1145,13,1
SLjSsVZRyiw,4425,174,6
olFK8CyEPfs,949,11,0
zAj8jWhPqGE,452,6,1
2OnDoW3SIJM,795,12,0
moxJ7n_I25w,891,49,2
tHKZBCLzsTo,668,65,3
uNSy3gV3a2k,443,6,2
yJKfgPsWGq4,305,28,0
sAhJBklc_K4,2021,41,0
EWsqz4QDTok,46,4,1
VAfw3Coy-YI,1091,38,2
yJd8oT53ZAg,1667,129,3
e4TJLc8nqmk,542,7,0
heWfb8-TGUI,48,1,0
Y0sdpRHir-g,3880,0,3
Ih_SRX4jfnQ,340,6,0
J4mjEvvYKbQ,3114,175,9
9QDDDE-3Nu4,1839,58,1
7iz9ewB0Chc,4975,0,3
jFieQgPIz6c,793,17,1
6VgznLdUtRY,1429,7,0
jXM5xiTJNoU,1077,191,10
4B1WPD3_OzA,260,5,0
1kBjkVT37eQ,11012,62,0
O1Hu7fJGamA,1094,3,0
cwq80UlV31o,607,0,0
A1nokM3t2pk,1741,0,28
NXCVoqiXvE0,398,801,31
KQINIEVbIsI,1174,64,0
8F6KK__5YX4,4961,409,8
tddgedb26U0,264,32,6
m_By9PFOk44,96,0,0
0gUNx7Ux_Mk,471,43,4
ajfFiKd1zdI,3532,347,11
wc20SZZY4t4,478,23,9
29KNbZHqXjQ,1001,0,2
w6n3dhfRY-k,1351,0,0
Xv7WB7hggEQ,831,0,0
fWn5iPqqk5M,279,1,0
v69JF_6R7J0,1279,0,0
bXldlDXUgFI,2822,8,0
C6M4mj3i71g,1181,166,4
2CjLyGgoiYc,977,47,0
y9QDSb3OJ7E,949,0,0
ww8QDW7EMSE,559,47,7
imbX9O-NkMk,17329,1985,24
QnDVgStarRE,156,46,7
BYGDJGFdWiI,959,0,0
KJlXolYQ3ik,968,31,4
DsFju-2GAdc,289,186,34
DXj5smL7gVk,7561,533,15
kNkIUTY_Z-Y,250,31,4
YNU_BhDCc9M,746,11,1
ZlV2qvkY3iI,286,51,14
AG8fvJzvZEg,749,52,7
3kY7aszAQQg,4393,118,2
ewzacqm_mBo,1190,13,1
uHaEMz-VNak,10941,0,6
yJYZLOgASnE,4680,532,0
IOsrzS9qqjw,2270,248,54
8ifHz4RM4eM,5406,360,103
Jy6kJc0Xtyk,335,0,0
FhqoX3gjgFw,5016,457,33
mCDvO93UI8A,258,10,1
Xl8VQHtAADI,1091,14,0
P7RGE1YcCr0,437,26,0
Ag5udWcalTg,2251,340,80
aEjAUkRKXGU,8047,2256,87
n0XWEXsbMsk,3233,222,9
YFV2SsBzcUw,3939,46,2
jph6zqLlMs0,688,17,3
yj8H08psyMQ,2189,660,32
VxNrBYVBrqQ,1453,226,14
j12UUZU94to,1970,135,0
ecbIbY_NuLI,2370,104,2
MfYVaMFxXf8,412,28,0
GHHybS_1XFA,1271,134,10
EVzspC8yhlE,261,37,2
Doc1wL96pAk,669,13,0
oiVozPyvXNM,721,0,0
nzCZ5245uSw,510,73,3
v09j6UwRSMk,73,2,0
s6spnzp5RDY,8,0,0
-ZzWgfbn8tk,119,6,5
3fWju0jvP9g,729,66,13
h6dtfDeYuTA,554,108,24
5bUvQNCpJw0,2271,139,25
dyWBf2YJeM8,364,15,1
_4QHHWDjeag,515,33,0
gSOO8dQOUd8,1316,84,4
EWVt2urk2Co,1130,3,0
0AhlUTvkj9k,1153,282,36
FeQw-SKfuvY,8397,535,16
SmKoVMMEH-c,687,48,7
jMfrUKnAmTQ,1610,5,0
ZtJ5Z1AAhWA,1172,70,9
_2uSy1qMeNQ,748,9,0
zMUDwgjnsOc,1393,118,12
NLL_xSWSXPw,555,29,6
ylvGuYC-Zwc,267,46,1
5jXYCZPHQqI,265,61,3
